;Genome;original_bin;phylum;class;order;family;genus;species
590;MGYG000000280;ERR7738353_bin.2;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95;CAG-95 sp900066375
591;MGYG000001031;ERR7745402_bin.53;Bacillota;Bacilli;RF39;UBA660;HGM10818;HGM10818 sp900772445
592;MGYG000001549;SRR17643927_bin.15;Bacillota_A;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055
593;MGYG000000545;ERR7738594_bin.140;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;RF16;RF16 sp934667275
594;MGYG000001032;ERR7745402_bin.58;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella;Alloprevotella sp934255485
595;MGYG000001343;SRR1761714_bin.11;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-196;CAG-196 sp900553895
596;MGYG000001299;SRR1761704_bin.2;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp900771995
597;MGYG000000081;ERR7738143_bin.31;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp934351255
598;MGYG000001175;SRR1761679_bin.6;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;Bulleidia sp900539965
599;MGYG000001271;SRR1761700_bin.15;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens_A
600;MGYG000000219;ERR7738253_bin.106;Bacillota;Bacilli;ML615J-28;CAG-313;UMGS75;UMGS75 sp900538885
601;MGYG000000512;ERR7738578_bin.96;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas sp900184685
602;MGYG000000353;ERR7738537_bin.66;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira aalborgi
603;MGYG000000273;ERR7738276_bin.61;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp000435795
604;MGYG000000572;ERR7738597_bin.60;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp900066785
605;MGYG000001157;SRR1761676_bin.3;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Thomasclavelia;Thomasclavelia ramosa
606;MGYG000000790;ERR7738622_bin.131;Bacillota_A;Clostridia;TANB77;CAG-465;CAG-465;CAG-465 sp000433755
607;MGYG000000843;ERR7738624_bin.208;Bacillota_A;Clostridia;Monoglobales;Monoglobaceae;UMGS1820;UMGS1820 sp900545865
608;MGYG000001344;SRR1761714_bin.12;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp000434475
609;MGYG000000455;ERR7738558_bin.100;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp000437515
610;MGYG000000275;ERR7738277_bin.2;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E sp003526955
611;MGYG000000078;ERR7738143_bin.19;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Scatousia;Scatousia sp900321895
612;MGYG000000411;ERR7738547_bin.49;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS363;UMGS363 sp900768245
613;MGYG000000462;ERR7738558_bin.19;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA3402;UBA3402 sp003478355
614;MGYG000000814;ERR7738622_bin.74;Bacillota;Bacilli;RF39;UBA660;RGIG1752;RGIG1752 sp934101595
615;MGYG000000448;ERR7738553_bin.66;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E sp905215855
616;MGYG000000748;ERR7738616_bin.69;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp900541315
617;MGYG000000868;ERR7738629_bin.13;Bacillota;Bacilli;RF39;UBA660;CAG-533;CAG-533 sp900553855
618;MGYG000000775;ERR7738620_bin.7;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus intestinavium
619;MGYG000001280;SRR1761702_bin.12;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-196;CAG-196 sp900549855
620;MGYG000000446;ERR7738553_bin.57;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp934271735
621;MGYG000000084;ERR7738143_bin.52;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-488;CAG-488 sp900539465
622;MGYG000000454;ERR7738553_bin.92;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_D;Treponema_D berlinense
623;MGYG000001436;SRR17643474_bin.9;Bacillota;Bacilli;Erysipelotrichales;Coprobacillaceae;Faecalibacillus;Faecalibacillus intestinalis
624;MGYG000000417;ERR7738549_bin.17;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Ventrimonas;Ventrimonas sp003478505
625;MGYG000000676;ERR7738611_bin.21;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS1889;UMGS1889 sp900556055
626;MGYG000001478;SRR17643531_bin.2;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp019414055
627;MGYG000001547;SRR17643924_bin.7;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella wadsworthensis
628;MGYG000001056;ERR7745787_bin.22;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;RUG410;RUG410 sp934277435
629;MGYG000000666;ERR7738611_bin.124;Bacillota;Bacilli;RF39;UBA660;RUG591;RUG591 sp934119955
630;MGYG000001348;SRR1761714_bin.6;Bacillota;Bacilli;RF39;UBA660;CAG-302;CAG-302 sp900549325
631;MGYG000001080;ERR7745819_bin.17;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;RUG410;RUG410 sp934271715
632;MGYG000000199;ERR7738215_bin.25;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus sp900540005
633;MGYG000001553;SRR17643927_bin.4;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp000437175
634;MGYG000001431;SRR17643474_bin.34;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola
635;MGYG000000042;ERR11604942_bin.15;Verrucomicrobiota;Lentisphaeria;UBA1407;UBA1407;UBA1724;UBA1724 sp900548225
636;MGYG000000456;ERR7738558_bin.106;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1279;UMGS1279 sp900550315
637;MGYG000001365;SRR1761718_bin.28;Bacillota;Bacilli;RF39;UBA660;CAG-433;CAG-433 sp000433675
638;MGYG000000039;ERR11604941_bin.6;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;
639;MGYG000000860;ERR7738624_bin.81;Bacillota_A;Clostridia;TANB77;UBA1234;HGM13618;HGM13618 sp900753975
640;MGYG000001013;ERR7738938_bin.68;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA10281;UBA10281 sp900767815
641;MGYG000000116;ERR7738158_bin.71;Bacillota;Bacilli;RF39;UBA660;RUG11198;RUG11198 sp934148535
642;MGYG000001388;SRR17643452_bin.26;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella multacida
643;MGYG000001339;SRR1761713_bin.16;Bacillota;Bacilli;RF39;UBA660;UBA6448;UBA6448 sp934086485
644;MGYG000000321;ERR7738515_bin.19;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp934630735
645;MGYG000000888;ERR7738629_bin.83;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia_A;Roseburia_A sp934364805
646;MGYG000000796;ERR7738622_bin.150;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;SFIE01;SFIE01 sp004555405
647;MGYG000000850;ERR7738624_bin.41;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA1259;UBA1259 sp934271245
648;MGYG000001485;SRR17643652_bin.28;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp003469185
649;MGYG000001284;SRR1761702_bin.25;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS911;UMGS911 sp900545935
650;MGYG000000482;ERR7738562_bin.34;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes_A;Alistipes_A pullistercoris
651;MGYG000000142;ERR7738166_bin.55;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp900547305
652;MGYG000000932;ERR7738630_bin.27;Bacillota_A;Clostridia;Christensenellales;CAG-74;Ventricola;Ventricola sp934636105
653;MGYG000000810;ERR7738622_bin.64;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Limivicinus;Limivicinus sp934573855
654;MGYG000001127;ERR7746398_bin.39;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS1585;UMGS1585 sp900553205
655;MGYG000000330;ERR7738515_bin.40;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira pilosicoli
656;MGYG000001477;SRR17643531_bin.12;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;
657;MGYG000000101;ERR7738158_bin.18;Bacillota;Bacilli;RF39;UBA660;CAG-302;CAG-302 sp900543825
658;MGYG000001289;SRR1761703_bin.17;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900751035
659;MGYG000000730;ERR7738612_bin.83;Bacillota_A;Clostridia;Oscillospirales;CAG-382;UBA1752;UBA1752 sp900554405
660;MGYG000000300;ERR7738514_bin.41;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;Butyricimonas faecihominis
661;MGYG000000892;ERR7738630_bin.105;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA737;UBA737 sp934477125
662;MGYG000001086;ERR7745819_bin.3;Pseudomonadota;Gammaproteobacteria;Enterobacterales_A;Aeromonadaceae;Aeromonas;Aeromonas veronii_A
663;MGYG000000838;ERR7738624_bin.190;Bacillota_A;Clostridia;Christensenellales;CAG-74;RUG563;RUG563 sp934667105
664;MGYG000001354;SRR1761716_bin.18;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;
665;MGYG000001380;SRR1761721_bin.21;Bacillota;Bacilli;RF39;UBA660;SIG204;SIG204 sp900544605
666;MGYG000001262;SRR1761699_bin.14;Bacillota;Bacilli;RF39;UBA660;CAG-628;CAG-628 sp934085635
667;MGYG000001165;SRR1761677_bin.7;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter;Intestinibacter bartlettii
668;MGYG000000656;ERR7738608_bin.9;Verrucomicrobiota;Kiritimatiellia;RFP12;UBA1067;UBA1067;UBA1067 sp934675625
669;MGYG000000764;ERR7738620_bin.34;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Onthomonas;Onthomonas sp900752305
670;MGYG000001241;SRR1761695_bin.13;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia gallistercoris
671;MGYG000000104;ERR7738158_bin.22;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis
672;MGYG000001361;SRR1761718_bin.1;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bacteroides_F;Bacteroides_F pectinophilus
673;MGYG000000921;ERR7738630_bin.17;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;RF16;RF16 sp934728255
674;MGYG000001101;ERR7745831_bin.43;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens
675;MGYG000000501;ERR7738578_bin.54;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes_A;Alistipes_A indistinctus
676;MGYG000001325;SRR1761710_bin.11;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R coprostanoligenes
677;MGYG000000975;ERR7738937_bin.38;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;Adlercreutzia equolifaciens
678;MGYG000000316;ERR7738514_bin.84;Bacillota;Bacilli;RFN20;CAG-288;CAG-345;CAG-345 sp000433315
679;MGYG000000519;ERR7738580_bin.14;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-475;CAG-475 sp934233745
680;MGYG000001202;SRR1761686_bin.15;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-317;CAG-317 sp000433535
681;MGYG000001308;SRR1761707_bin.10;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-492;CAG-492 sp000434335
682;MGYG000000110;ERR7738158_bin.36;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp934589835
683;MGYG000000245;ERR7738253_bin.71;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp003533405
684;MGYG000000298;ERR7738514_bin.30;Pseudomonadota;Alphaproteobacteria;RF32;CAG-239;Scatacola_A;Scatacola_A faecigallinarum
685;MGYG000000966;ERR7738937_bin.10;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp900542115
686;MGYG000000576;ERR7738597_bin.75;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900549635
687;MGYG000000636;ERR7738608_bin.5;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp900549495
688;MGYG000000380;ERR7738546_bin.10;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp000437735
689;MGYG000001167;SRR1761678_bin.14;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-245;CAG-245 sp000434195
690;MGYG000000642;ERR7738608_bin.6;Bacillota;Bacilli;RFN20;CAG-631;Caccosoma;Caccosoma sp934201705
691;MGYG000000939;ERR7738630_bin.44;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-510;CAG-510 sp900550475
692;MGYG000001394;SRR17643458_bin.17;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
693;MGYG000001150;ERR7746440_bin.86;Bacillota;Bacilli;RF39;UBA660;CAG-1193;CAG-1193 sp934130375
694;MGYG000000811;ERR7738622_bin.67;Actinomycetota;Coriobacteriia;Coriobacteriales;UMGS124;UMGS124;UMGS124 sp934654475
695;MGYG000001136;ERR7746398_bin.84;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_D;Ruminococcus_D sp934435205
696;MGYG000001113;ERR7745836_bin.36;Bacillota;Bacilli;RF39;UBA660;UBA3789;UBA3789 sp900543055
697;MGYG000001034;ERR7745402_bin.72;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-1138;CAG-1138 sp000434675
698;MGYG000000632;ERR7738608_bin.27;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp900545285
699;MGYG000000862;ERR7738624_bin.86;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA6984;UBA6984 sp900550295
700;MGYG000000704;ERR7738612_bin.131;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp003481705
701;MGYG000000948;ERR7738630_bin.61;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1484;UMGS1484 sp905193225
702;MGYG000000112;ERR7738158_bin.54;Bacillota;Bacilli;RF39;UBA660;CAG-877;CAG-877 sp000433455
703;MGYG000001226;SRR1761690_bin.4;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A succinatutens_A
704;MGYG000000708;ERR7738612_bin.2;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-390;CAG-390 sp934402395
705;MGYG000000156;ERR7738182_bin.3;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp934247115
706;MGYG000000549;ERR7738594_bin.18;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp900768135
707;MGYG000001210;SRR1761687_bin.18;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella;Paraprevotella xylaniphila
708;MGYG000000085;ERR7738143_bin.55;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-841;CAG-841 sp000437375
709;MGYG000001251;SRR1761696_bin.26;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp900757655
710;MGYG000000070;ERR11604952_bin.11;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D;Campylobacter_D sp900539255
711;MGYG000000983;ERR7738937_bin.57;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum sp001304995
712;MGYG000001449;SRR17643482_bin.11;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp002742445
713;MGYG000000367;ERR7738537_bin.98;Bacillota;Bacilli;RF39;UBA660;CAG-877;CAG-877 sp934162125
714;MGYG000001495;SRR17643790_bin.34;Bacillota_A;Clostridia;Christensenellales;CAG-74;Ventricola;Ventricola sp900542395
715;MGYG000000121;ERR7738166_bin.113;Bacillota;Bacilli;RF39;UBA660;CAG-1000;CAG-1000 sp900768345
716;MGYG000001090;ERR7745819_bin.46;Bacillota;Bacilli;RF39;UBA660;UMGS1124;UMGS1124 sp900548725
717;MGYG000001450;SRR17643482_bin.19;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505
718;MGYG000000052;ERR11604944_bin.3;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_AI;Clostridium_AI sp934438135
719;MGYG000001006;ERR7738938_bin.39;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;Bulleidia sp905194705
720;MGYG000000314;ERR7738514_bin.79;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1865;UMGS1865 sp900547725
721;MGYG000000930;ERR7738630_bin.21;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Limivicinus;Limivicinus sp934572335
722;MGYG000000902;ERR7738630_bin.12;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp000154245
723;MGYG000001565;SRR17643958_bin.3;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella sp900543875
724;MGYG000000957;ERR7738630_bin.82;Bacillota_A;Clostridia;Christensenellales;UBA1242;UMGS1908;UMGS1908 sp934778215
725;MGYG000001190;SRR1761683_bin.3;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas;Sellimonas intestinalis
726;MGYG000001143;ERR7746440_bin.35;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F;Ruminococcus_F champanellensis
727;MGYG000000218;ERR7738253_bin.104;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934589525
728;MGYG000001206;SRR1761686_bin.4;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Scatavimonas;Scatavimonas sp900540275
729;MGYG000000773;ERR7738620_bin.54;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus
730;MGYG000000884;ERR7738629_bin.7;Bacillota_A;Clostridia;TANB77;CAG-465;CAG-465;CAG-465 sp905204915
731;MGYG000000827;ERR7738624_bin.143;Bacillota;Bacilli;RF39;UBA660;RGIG3091;RGIG3091 sp934122395
732;MGYG000000598;ERR7738604_bin.47;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas_A;Selenomonas_A sp900769615
733;MGYG000000221;ERR7738253_bin.112;Bacillota;Bacilli;RF39;UBA660;CAG-1000;CAG-1000 sp900761555
734;MGYG000000140;ERR7738166_bin.50;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-590;CAG-590 sp000431135
735;MGYG000001323;SRR1761709_bin.29;Bacillota_A;Clostridia;TANB77;CAG-508;UMGS1781;UMGS1781 sp900555075
736;MGYG000001460;SRR17643507_bin.20;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-488;CAG-488 sp000434055
737;MGYG000000149;ERR7738166_bin.80;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella;Angelakisella sp004557855
738;MGYG000000846;ERR7738624_bin.22;Bacillota_A;Clostridia;Christensenellales;UBA1242;Caccovivens;Caccovivens sp900753315
739;MGYG000000548;ERR7738594_bin.150;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Duodenibacillus;Duodenibacillus sp900544255
740;MGYG000001559;SRR17643938_bin.12;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp001916065
741;MGYG000000025;ERR11604936_bin.2;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium_A;Phascolarctobacterium_A sp900753045
742;MGYG000001482;SRR17643652_bin.23;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus lutetiensis
743;MGYG000001062;ERR7745787_bin.39;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia sp900753715
744;MGYG000001094;ERR7745819_bin.75;Bacillota;Bacilli;RF39;UBA660;Coprovivens;Coprovivens sp934086145
745;MGYG000000248;ERR7738253_bin.83;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934591845
746;MGYG000001196;SRR1761685_bin.11;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium merdipullorum
747;MGYG000000710;ERR7738612_bin.27;Bacillota;Bacilli;RF39;UBA660;RUG705;RUG705 sp900551455
748;MGYG000000288;ERR7738353_bin.65;Pseudomonadota;Alphaproteobacteria;RF32;CAG-977;UBA11549;UBA11549 sp900768185
749;MGYG000001375;SRR1761720_bin.5;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS363;UMGS363 sp900550695
750;MGYG000001430;SRR17643474_bin.33;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
751;MGYG000000727;ERR7738612_bin.75;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS1312;UMGS1312 sp900550625
752;MGYG000000712;ERR7738612_bin.38;Bacillota_A;Clostridia;Oscillospirales;CAG-272;UMGS902;UMGS902 sp900761025
753;MGYG000000114;ERR7738158_bin.63;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Paratractidigestivibacter;Paratractidigestivibacter sp934660915
754;MGYG000000469;ERR7738558_bin.78;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp003516765
755;MGYG000001087;ERR7745819_bin.35;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp934667815
756;MGYG000001277;SRR1761701_bin.17;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;Parolsenella sp900549525
757;MGYG000000319;ERR7738514_bin.97;Bacillota_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA7597;UBA7597 sp900542935
758;MGYG000001475;SRR17643523_bin.8;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp900317855
759;MGYG000001558;SRR17643933_bin.8;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
760;MGYG000000447;ERR7738553_bin.64;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;CAG-873 sp001701165
761;MGYG000000639;ERR7738608_bin.57;Bacillota_A;Clostridia;Christensenellales;UBA1242;Onthoplasma;Onthoplasma sp934772045
762;MGYG000000400;ERR7738546_bin.77;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Onthomonas;Onthomonas sp900545815
